baslik_kontrol,input_kontrol,buton_kontrol,resim_kontrol,submit_kontrol,link_kontrol,sifre_alani_kontrol,mail_alani_kontrol,gizli_etiket_kontrol,ses_dosyasi_kontrol,video_kontrol,input_sayisi,buton_sayisi,resim_sayisi,secenek_sayisi,liste_sayisi,TH_sayisi,TR_sayisi,href_sayisi,paragraf_sayisi,script_sayisi,baslik_uzunlugu,url,label
,1,1,0,0,1,0,0,0,0,0,6,2,0,0,0,0,0,13,10,31,3,https://yah1.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,13,2,23,3,https://yah2.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,14,1,6,15,https://yahiooserveteam78.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,14,3,6,10,https://yahmail1.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,14,3,6,10,https://yahmail3.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,14,3,6,10,https://yahmail7.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,14,3,6,10,https://yahmail42.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,13,2,22,5,https://yaho2.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,14,3,6,11,https://yahvoomail1.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,14,3,6,11,https://yahvoomail5.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,14,3,6,11,https://yahvoomail8.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,14,3,6,11,https://yahvoomail9.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,5,0,0,13,2,19,7,https://ymail2.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,12,2,18,9,https://ymail4.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,3,5,9,https://ymail6.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,25,0,0,9,10,7,5,https://ymail8.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,1,5,5,https://ymail62.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,14,1,5,7,https://ymail94.godaddysites.com/,1
,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,12,http://vvww-looksrare.com,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://wwwworicn.singaporeic.com/jp.php,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,25,https://rcvrhelpcntrsre.start.page/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://saldaoonlineame.com/estoque/1672616491/&amp;uid=SKU113248034,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://damp-bush-8667.westmonds-rew.workers.dev/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://a-s-s3.gikjn.repl.co/,1
,1,1,0,0,1,1,0,1,0,0,7,1,0,3,0,0,0,3,0,3,7,https://azianazamimi.unimap.edu.my/images/net/,1
,1,1,0,0,1,1,1,0,0,0,2,2,0,0,0,0,0,2,3,9,17,https://www.hzb.com.ar/hugyiu/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://bafybeigoasiavcvjfhervswg5qu3hwakgpbotrcrinrjuauwt5phbt2gii.ipfs.w3s.link/bbr.html,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://bafybeicn7cmk3a45pdoehrd2gm2zdmrgvtdt7ac4ya5ls3oo52eouvy4z4.ipfs.w3s.link/neq.html,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://web.mypage.microsoftoffice2023.teknikser.com.tr/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,http://fixedupallwalleterrors.org,1
,1,1,0,0,1,1,0,0,0,0,2,2,0,161,0,0,0,7,0,4,21,https://securitypagecommunity.co.vu/Warning-Abuse/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,14,https://bitkubwallet.univer.se/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,22,https://centralreconfirm.start.page/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,http://cek58793690694674609.rf.gd/?i=1,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,http://cek58793690694674609.rf.gd/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,16,https://s.id/1uqKR,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,http://www.c1762036.ferozo.com/img/hsbc/galicia/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://info-ameli-cpam.com/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://suspension-vitale.fr/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,https://wwwworicn.nftstrue.com/all/sign.php,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,https://houtai3.nskskqf.cn/all/sign.php,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,https://wwwworicn.lcefi.com/all/sign.php,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,56,http://trustpad-eve.net,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://54566565t.webcindario.com/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://54566565t.webcindario.com/index1.html,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,http://jwara99793565659859.rf.gd/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,13,https://betg366.start.page/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,17,11,https://tribelio.page/adsv3r1f1c4ti0nc0mf1rm4t10n,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,http://realizesolucoesfinanceiras.fhgfh.co.uk/,1
,1,1,0,0,1,0,0,1,0,0,6,2,0,0,0,0,0,19,2,16,43,https://vejahojemesmoo.com/veja/agora/facil/,1
,1,1,0,0,1,0,0,1,0,0,6,2,0,0,0,0,0,19,2,16,43,https://vejahojemesmoo.com/veja/agora/facil,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,89,https://nodeinfosync.surge.sh/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,https://dpomstlms.web.app/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,https://dpomstlms.firebaseapp.com/,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,14,https://kadetech.com.ar/wp-includes/IXR/hu/red4/,1
,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,14,https://kadetech.com.ar/wp-includes/IXR/hu/,1
,1,1,0,0,1,1,0,1,0,0,23,2,0,4,11,0,0,2,0,0,9,https://dainty-empanada-6693e9.netlify.app/,1
,1,1,0,0,1,1,0,1,0,0,23,2,0,4,11,0,0,2,0,0,9,https://benevolent-jalebi-8abd76.netlify.app/,1
,1,1,0,1,1,0,0,1,0,0,25,2,0,63,133,0,0,12,21,18,34,https://pop.mydogsupplement.org/wordpress/wp-includes/ID3/us91455211410/,1
,1,1,0,0,1,1,1,0,0,0,2,3,0,0,0,0,0,3,0,8,18,https://soportemvd.m.uy/Wp/sharepoint-3D7/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://feagraghsd.infura-ipfs.io/ipfs/QmXu88KictyYzaeXJZVXms7APDcsKHMZKymkZrVSFtxDvf,1
,1,1,0,0,1,1,1,0,0,0,2,3,0,0,0,0,0,3,2,8,18,http://autodiscover.getlivingdc.com/sdocs/adobedbo/adobedbo/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,http://microsotf-mail-mdnimtgb67o.filesusr.com/html/e766f6_03f39d7024f5289eaae8609ccfe16002.html,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,http://9247696.filesusr.com/html/e766f6_03f39d7024f5289eaae8609ccfe16002.html,1
,1,0,0,0,1,1,1,1,0,0,4,0,0,0,0,0,14,1,0,0,80,https://spinhost.net/wp-file-manager/inc/images/wp-includes/redirect.php,1
,1,1,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,3,0,10,9,https://bafybeibm5fuxeokpabhco5zqudg7un3u62sifqlfo3wn5bru4nrwk5yecu.ipfs.w3s.link/indeexvvv.html,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,27,13,https://usp.tracksps.com/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://4543545545ar4.webcindario.com/index1.html,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://4543545545ar4.webcindario.com/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://fdvghr.ga/,1
,1,1,0,1,1,1,0,1,0,0,33,1,0,0,26,14,9,12,4,13,24,https://dpd.tracking.europe.int.148-113-140-71.cprapid.com/paket/update.php,1
,1,1,0,0,1,1,0,1,0,0,12,9,0,54,0,0,0,4,0,6,26,https://acesso-com-umclique.com/hipercard/home.php?userID=&uri=m8EokQXMi2iUwpuXXRqhQohk0Oc+2PleFqaPw1lXqX0=,1
,1,1,0,0,1,1,0,1,0,0,12,9,0,54,0,0,0,4,0,6,26,https://acesso-com-umclique.com/hipercard/home.php?userid=13&amp;uri=vpkmcdtwg70lkgghvqpk1rlu7n1ng/flg7fdfewxslk,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://plusinov.procuracerta-web.com/inicio/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,http://64534354655provi.webcindario.com/index1.html,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,http://64534354655provi.webcindario.com/,1
,1,1,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,2,0,3,8,https://homedefikingdoms.com/us-en/meta/Connect.php,1
,1,1,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,2,3,12,17,https://oddowlclub1-free.xyz/,1
,1,1,0,1,1,0,0,1,0,0,36,1,0,0,182,0,0,12,0,12,28,https://sing.bathory.top/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,http://metamask.batis-co.com,1
,1,1,0,1,1,0,0,1,0,0,28,1,0,0,153,0,0,12,0,11,22,https://nine.bathory.top/,1
,1,1,0,1,1,0,0,1,0,0,24,1,0,0,169,0,0,12,0,12,28,https://head.bathory.top/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://nb-support1.ga,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,19,https://collabapp.walletdappfixed.net/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,https://carlomcer.web.app/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,https://carlomcer.firebaseapp.com/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,https://carlomcur.web.app/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,https://carlomcur.firebaseapp.com/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,https://sumpogaes.web.app/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,https://sumpogaes.firebaseapp.com/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,https://metasupport1020340234023432.web.app/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,https://metasupport1020340234023432.firebaseapp.com/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,https://popdot.io/,1
,1,1,0,0,1,1,0,1,0,0,8,1,0,0,0,0,0,5,11,6,7,http://emprestimossicredi.com/loginjsf.php?66029=216e15eaf4c7a398b38fb14420a77c41&amp;amp;amp;66029,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://fdvghr.ga,1
,1,1,0,0,1,1,0,0,0,0,4,2,0,4,11,0,0,2,0,0,9,https://regal-pika-23bab0.netlify.app/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,27,13,http://infodag-syntra.be/verif/,1
,1,1,0,0,1,1,1,1,0,0,5,1,0,0,0,0,0,3,1,8,30,http://595221.selcdn.ru/qwerty-ohdhdjejnnad-najahhy/index1.html,1
,1,1,0,0,1,1,1,1,0,0,5,1,0,0,0,0,0,3,1,8,30,http://595221.selcdn.ru/qwerty-ohdhdjejnnad-najahhy/index2.html,1
,1,1,0,0,1,1,1,1,0,0,5,1,0,0,0,0,0,3,1,8,30,http://595221.selcdn.ru/qwerty-ohdhdjejnnad-najahhy/index3.html,1
,1,1,0,0,1,1,1,1,0,0,5,1,0,0,0,0,0,3,1,8,30,http://595221.selcdn.ru/qwerty-ohdhdjejnnad-najahhy/index4.html,1
,1,1,0,0,1,1,1,1,0,0,5,1,0,0,0,0,0,3,1,8,30,http://595221.selcdn.ru/qwerty-ohdhdjejnnad-najahhy/index5.html,1
,1,1,0,0,1,1,1,1,0,0,5,1,0,0,0,0,0,3,1,8,30,http://595221.selcdn.ru/qwerty-ohdhdjejnnad-najahhy/index6.html,1
,1,1,0,0,1,1,1,1,0,0,5,1,0,0,0,0,0,3,1,8,30,http://595221.selcdn.ru/qwerty-ohdhdjejnnad-najahhy/index7.html,1
,1,1,0,0,1,1,1,1,0,0,5,1,0,0,0,0,0,3,1,8,30,http://595221.selcdn.ru/qwerty-ohdhdjejnnad-najahhy/index8.html,1
,1,1,0,0,1,1,1,1,0,0,5,1,0,0,0,0,0,3,1,8,30,http://595221.selcdn.ru/qwerty-ohdhdjejnnad-najahhy/index9.html,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,53,https://aggreg.myportfolio.com/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,53,https://jsachs.myportfolio.com/,1
,1,1,0,0,1,1,1,1,0,0,9,1,0,0,0,0,0,2,0,2,23,http://storageapi.fleek.one/3084d70c-933c-4ea1-adad-32334b042a25-bucket/bless/indexfowo.html,1
,1,0,0,1,1,1,1,1,0,0,7,0,0,0,0,0,1,1,0,15,7,https://bafybeidhlqexr4m3wfhohu4ixz3vcnkrybezrj2gorqmqoanoz6qo2lncq.ipfs.w3s.link/UPDATED%20wbc3.html,1
,1,1,0,0,1,1,0,1,0,0,18,5,0,0,0,0,0,2,22,33,56,https://idiomas.unh.edu.pe/unh_ci/storage/framework/cache/data/1d/a5/1d/editormijs.HTML,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://bafybeia2kkfiiqz5qrj6u2ucnovjfxfgu67d3bcq7espxqzhidhuzoxcei.ipfs.w3s.link/nf.html,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,http://lexcel.com.au/index.html,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,37,https://prtue6sy56users.boxmode.io/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,53,https://microsoftazure-securefilesharing.myportfolio.com/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,37,https://currently-att676576.boxmode.io/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,37,https://fhdfgujtdrgsxtjhf.boxmode.io/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://sitebuilder187857.dynadot.com/,1
,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,8,3,14,44,https://steamcommnuility.com/discord-nitro,1
,1,1,0,0,1,0,0,1,0,0,6,10,0,11,22,13,6,12,17,16,14,http://solfinance.live,1
,0,1,0,0,1,0,0,0,0,0,0,4,0,6,7,0,0,8,19,18,32,http://loouksrare.com,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,http://qkjcnsjke23.webcindario.com,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,http://mkdfsd5429mask.webcindario.com,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,http://g0dvuzqh86.webcindario.com,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,21,https://is.gd/MkbBankBB,1
,1,1,0,0,1,0,0,0,0,0,1,1,0,0,4,0,0,25,2,12,19,http://keysstorreactivation.live,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,17,https://app-unsiwap.com.kz/#,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,http://354664provin.webcindario.com/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,http://354664provin.webcindario.com/index1.html,1
,0,1,0,0,1,0,0,0,0,0,0,1,0,0,44,0,0,2,17,9,57,https://sensaii.com/wp-content/plugins/apikey/chrwcrhv4ass/conect/?hash=,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,http://generalchain-support.com,1
,1,1,0,0,1,0,1,0,0,0,2,8,0,0,0,5,8,3,13,14,75,https://airdrop-zksync.com/,1
,1,1,0,1,0,0,1,1,0,0,6,11,0,0,0,0,0,0,8,9,31,https://xyo-network.xyz/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,25,https://bussines-rcvrt-acn654.start.page/,1
,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,4,13,https://k3yg7p.webwave.dev/,1
,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,10,11,5,http://juuni.ilmint.com,1
,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,5,8,12,38,https://titushk.com,1
,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,https://sites.google.com/view/ptss18/?ms,1
,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,https://sites.google.com/view/ptss18/?jd,1
,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,https://sites.google.com/view/ptss18/?uy,1
,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,https://sites.google.com/view/ptss18/?dn,1
,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,https://sites.google.com/view/ptss18/?tm,1
,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,https://sites.google.com/view/ptss18/?sr,1
,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,https://sites.google.com/view/ptss18/?rk,1
,1,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,8,15,4,15,http://site9610000.92.webydo.com/home-1.html?cpa_tid=71R376RNTC134NHW93GZEXK45E5EN1QME5DE&dmn=s.biz.vn,1
,1,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,8,15,4,15,https://s.biz.vn/xAtqhNc,1
,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,https://sites.google.com/view/ptss18/?hu,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,http://964641164614.hyperphp.com/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,http://olensdc.hyperphp.com/,1
,1,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,8,15,4,15,http://site9610000.92.webydo.com/home-1.html?cpa_tid=72R430L0A1113NH01C9T3Z92S246TADJN00T&dmn=s.biz.vn,1
,1,1,0,0,1,1,0,1,0,0,8,2,0,0,4,0,0,5,11,12,62,https://www.jeveuxmourirdemain.com/ns/xxxx-SFRwebcli/ologin.php,1
,1,1,0,0,1,1,0,1,0,0,12,1,0,0,1,0,0,3,0,0,22,http://m.facebookk.net.drhertoncosta.com.br/m.facebook.chayma-el/mobile%20fb/,1
,1,0,0,1,1,1,0,1,0,0,13,0,0,0,5,0,3,1,0,0,22,http://m.facebookk.net.drhertoncosta.com.br/m.facebook.chayma-el/mbasic%20fb/,1
,1,0,0,1,1,1,0,1,0,0,13,0,0,0,5,0,3,1,0,0,22,http://www.m.facebookk.net.drhertoncosta.com.br/m.facebook.chayma-el/mbasic%20fb/,1
,1,1,0,0,1,1,0,1,0,0,12,1,0,0,1,0,0,3,0,0,22,http://www.m.facebookk.net.drhertoncosta.com.br/m.facebook.chayma-el/mobile%20fb/,1
,1,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,2,0,8,14,https://credicardi-acesso-faturas.tk/app/?=0ZD1W0P84M8GF5N1TNG39WJS71AJCP8,1
,1,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,2,0,8,14,https://credicardi-acesso-faturas.tk/,1
,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,4,13,https://mckj0l.webwave.dev/,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovpllaak.oslausiversimp.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovplepui.tesnitenaho.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovplyxhy.gaihuara.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovplqaif.vostwohncrim.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovplkpkx.dioturnpestsi.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dpdpltwab.gaihuara.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhl-de8739.gaihuara.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhlukwkwy.nlinernowebtu.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dpdplkpbq.onenespi.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dpdpliohu.compgalamore.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhl-de8645.compgalamore.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dpdplwcrn.tesnitenaho.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhlukmdwj.tesnitenaho.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhl-de6471.ramkcompy.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dpdplnxim.oslausiversimp.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhl-de5843.oslausiversimp.ml,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,https://a2fshop.ma/m/,1
,1,1,0,1,1,0,0,0,0,0,2,4,0,0,7,0,0,6,1,5,19,https://lojabrinquedo.blogspot.com/,1
,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,9,7,6,31,https://metakawars.netlify.app/,1
,1,0,0,1,1,1,0,1,0,0,5,0,0,0,171,2,2,6,17,1,20,https://www.berliner-sparkasse.tk/de/home/login-online-banking.html,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,20,13,14,10,https://embarrassedturkey.build067.wpsandbox.app/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,21,https://is.gd/spedizionimps2022,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,3,25,https://top6six.com/FindomesticWeb/,1
,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,6,8,9,4,https://parlbas.viaromanonsolopizza.com/,1
,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,6,8,9,4,https://parlbas.viaromanonsolopizza.com,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://vostwohncrim.ml/?d7EW,1
,1,1,0,0,1,1,0,1,0,0,4,3,0,39,9,0,0,1,0,8,17,https://infoefocusiric.github.io/portfolio/mik_webm.html,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovplppxj.ceirolered.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovplvlgo.olunimkallero.ml/,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovpllciu.spiroxbar.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovplofjh.listitacepttenspe.ml/,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovpljlie.mutitexpfalechoo.ml/,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovplqswb.knownolotancoa.ml/,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovplqobr.okarak.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovpljmuw.ketpdertantclud.ml/,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovplberw.rassnonsdeconsiewhor.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovpltkud.tuimeptaderpoltgin.ml/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,3,3,7,51,http://tinyurl.com/areaprivatabper,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovpljfcm.swathsorsi.ml/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,21,http://is.gd/FDyWlg,1
